,Unnamed: 0,ID,kingdom,class,family,acceptedNameUsage,infraspecificEpithet,vernacularName,establishmentMeans,CATEGORÍA.DE.CONSERVACIÓN,basisOfRecord,institution,recordedBy,year,month,day,locality,locationRemarks,county,stateProvince,municipality,PRECISIÓN.DATO,verbatimLatitude,verbatimLongitude,verbatimElevation,verbatimCoordinateSystem,verbatimSRS,HUSO,occurrenceRemarks,datasetName,dynamicProperties,geodeticDatum,verbatimCoordinates,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,georeferencedDate,georeferenceProtocol 
1383,1384,1415,Plantae,Liliopsida,Poaceae,Poa sp.,,,Autóctona,Sin clasificación,Observación/Colecta,AGUCH,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,Chapiquiña,5 Km al sur de Chapiquiña,Parinacota,de Arica y Parinacota,Putre,GPS,-18.412364,-69.504607,3813,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.412364, -69.504607",-18.412364,-69.504607,10,0.0000001,2022-11-23T05:52:59.140Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1384,1385,1416,Plantae,Magnoliopsida,Asteraceae,Mutisia hamata Reiche,,,Autóctona,Sin clasificación,Observación/Colecta,AGUCH,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,Chapiquiña,5 Km al sur de Chapiquiña,Parinacota,de Arica y Parinacota,Putre,GPS,-18.412364,-69.504607,3813,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.412364, -69.504607",-18.412364,-69.504607,10,0.0000001,2022-11-23T05:52:59.955Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1385,1386,1417,Plantae,Magnoliopsida,Cactaceae,Maihueniopsis sp.,,,Autóctona,Sin clasificación,Observación,,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,Chapiquiña,5 Km al sur de Chapiquiña,Parinacota,de Arica y Parinacota,Putre,GPS,-18.412364,-69.504607,3813,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.412364, -69.504607",-18.412364,-69.504607,10,0.0000001,2022-11-23T05:53:00.754Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1386,1387,1418,Plantae,Magnoliopsida,Asteraceae,Belloa piptolepis (Wedd.) Cabrera,,,Autóctona,Sin clasificación,Observación/Colecta,AGUCH,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,Chapiquiña,5 Km al sur de Chapiquiña,Parinacota,de Arica y Parinacota,Putre,GPS,-18.412364,-69.504607,3813,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.412364, -69.504607",-18.412364,-69.504607,10,0.0000001,2022-11-23T05:53:01.572Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1387,1388,1419,Plantae,Magnoliopsida,Boraginaceae,Pectocarya anomala I.M. Johnst.,,,Autóctona,Sin clasificación,Observación,,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,Chapiquiña,5 Km al sur de Chapiquiña,Parinacota,de Arica y Parinacota,Putre,GPS,-18.412364,-69.504607,3813,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.412364, -69.504607",-18.412364,-69.504607,10,0.0000001,2022-11-23T05:53:02.383Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1388,1389,1420,Plantae,Magnoliopsida,Asteraceae,Bidens andicola Kunth var. decomposita Kuntze,,,Autóctona,Sin clasificación,Observación,,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,Chapiquiña,5 Km al sur de Chapiquiña,Parinacota,de Arica y Parinacota,Putre,GPS,-18.412364,-69.504607,3813,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.412364, -69.504607",-18.412364,-69.504607,10,0.0000001,2022-11-23T05:53:03.175Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1389,1390,1421,Plantae,Liliopsida,Alstroemeriaceae,Bomarea involucrosa (Herb.) Baker,,,Autóctona,EN-R,Observación,,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,Chapiquiña,5 Km al sur de Chapiquiña,Parinacota,de Arica y Parinacota,Putre,GPS,-18.412364,-69.504607,3813,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.412364, -69.504607",-18.412364,-69.504607,10,0.0000001,2022-11-23T05:53:03.976Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1390,1391,1422,Plantae,Magnoliopsida,Asteraceae,Chersodoma sp.,,,Autóctona,Sin clasificación,Observación/Colecta,AGUCH,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,Chapiquiña,5 Km al sur de Chapiquiña,Parinacota,de Arica y Parinacota,Putre,GPS,-18.412364,-69.504607,3813,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.412364, -69.504607",-18.412364,-69.504607,10,0.0000001,2022-11-23T05:53:04.783Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1391,1392,1423,Plantae,Liliopsida,Iridaceae,Olsynium junceum (E. Mey. ex C. Presl) Goldblatt ssp. junceum,,,Autóctona,Sin clasificación,Observación/Colecta,AGUCH,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,Chapiquiña,5 Km al sur de Chapiquiña,Parinacota,de Arica y Parinacota,Putre,GPS,-18.412364,-69.504607,3813,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.412364, -69.504607",-18.412364,-69.504607,10,0.0000001,2022-11-23T05:53:05.559Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1392,1393,1424,Plantae,Magnoliopsida,Asteraceae,Chersodoma sp.,,,Autóctona,Sin clasificación,Observación/Colecta,AGUCH,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,Chapiquiña,5 Km al sur de Chapiquiña,Parinacota,de Arica y Parinacota,Putre,GPS,-18.412364,-69.504607,3813,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.412364, -69.504607",-18.412364,-69.504607,10,0.0000001,2022-11-23T05:53:06.336Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1393,1394,1425,Plantae,Magnoliopsida,Asteraceae,Conyza sp.,,,Autóctona,Sin clasificación,Observación/Colecta,AGUCH,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,Chapiquiña,5 Km al sur de Chapiquiña,Parinacota,de Arica y Parinacota,Putre,GPS,-18.412364,-69.504607,3813,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.412364, -69.504607",-18.412364,-69.504607,10,0.0000001,2022-11-23T05:53:07.115Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1394,1395,1426,Plantae,Magnoliopsida,Santalaceae,Quinchamalium chilense Molina,,,Autóctona,Sin clasificación,Observación/Colecta,AGUCH,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,Chapiquiña,5 Km al sur de Chapiquiña,Parinacota,de Arica y Parinacota,Putre,GPS,-18.412364,-69.504607,3813,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.412364, -69.504607",-18.412364,-69.504607,10,0.0000001,2022-11-23T05:53:07.896Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1395,1396,1427,Plantae,Magnoliopsida,Asteraceae,Hypochaeris sp.,,,,Sin clasificación,Observación,,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,Chapiquiña,5 Km al sur de Chapiquiña,Parinacota,de Arica y Parinacota,Putre,GPS,-18.412364,-69.504607,3813,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.412364, -69.504607",-18.412364,-69.504607,10,0.0000001,2022-11-23T05:53:08.681Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1396,1397,1428,Plantae,Magnoliopsida,Solanaceae,Solanum sp.,,,,Sin clasificación,Observación,,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,Chapiquiña,5 Km al sur de Chapiquiña,Parinacota,de Arica y Parinacota,Putre,GPS,-18.412364,-69.504607,3813,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.412364, -69.504607",-18.412364,-69.504607,10,0.0000001,2022-11-23T05:53:09.470Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1397,1398,1429,Plantae,Magnoliopsida,Asteraceae,Gnaphalium glandulosum Klatt,,,Autóctona,Sin clasificación,Observación,,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,Chapiquiña,5 Km al sur de Chapiquiña,Parinacota,de Arica y Parinacota,Putre,GPS,-18.412364,-69.504607,3813,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.412364, -69.504607",-18.412364,-69.504607,10,0.0000001,2022-11-23T05:53:10.241Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1398,1399,1430,Plantae,Liliopsida,Poaceae,Bromus sp.,,,,Sin clasificación,Observación/Colecta,AGUCH,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,Chapiquiña,5 Km al sur de Chapiquiña,Parinacota,de Arica y Parinacota,Putre,GPS,-18.412364,-69.504607,3813,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.412364, -69.504607",-18.412364,-69.504607,10,0.0000001,2022-11-23T05:53:11.025Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1399,1400,1431,Plantae,Magnoliopsida,Asteraceae,Parastrephia lepidophylla (Wedd.) Cabrera,,,Autóctona,Sin clasificación,Observación,,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,Chapiquiña,5 Km al sur de Chapiquiña,Parinacota,de Arica y Parinacota,Putre,GPS,-18.412364,-69.504607,3813,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.412364, -69.504607",-18.412364,-69.504607,10,0.0000001,2022-11-23T05:53:11.806Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1400,1401,1432,Plantae,Magnoliopsida,Verbenaceae,Mulguraea arequipensis (Botta) N. O'Leary & P. Peralta,,,Autóctona,Sin clasificación,Observación/Colecta,AGUCH,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,CAMINO BELÉN-LUPICA, ,Parinacota,de Arica y Parinacota,Putre,GPS,-18.493801,-69.519451,3165,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.493801, -69.519451",-18.493801,-69.519451,10,0.0000001,2022-11-23T05:53:12.592Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1401,1402,1433,Plantae,Magnoliopsida,Ledocarpaceae,Balbisia stitchkinii Ricardi,,,Endémica de Chile,Sin clasificación,Observación,,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,CAMINO BELÉN-LUPICA, ,Parinacota,de Arica y Parinacota,Putre,GPS,-18.493801,-69.519451,3165,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.493801, -69.519451",-18.493801,-69.519451,10,0.0000001,2022-11-23T05:53:13.366Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1402,1403,1434,Plantae,Magnoliopsida,Asteraceae,Ambrosia artemisioides Meyen & Walp. ex Meyen,,,Autóctona,Sin clasificación,Observación,,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,CAMINO BELÉN-LUPICA, ,Parinacota,de Arica y Parinacota,Putre,GPS,-18.493801,-69.519451,3165,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.493801, -69.519451",-18.493801,-69.519451,10,0.0000001,2022-11-23T05:53:14.152Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1403,1404,1435,Plantae,Magnoliopsida,Asteraceae,Tagetes multiflora Kunth,,,Autóctona,Sin clasificación,Observación,,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,CAMINO BELÉN-LUPICA, ,Parinacota,de Arica y Parinacota,Putre,GPS,-18.493801,-69.519451,3165,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.493801, -69.519451",-18.493801,-69.519451,10,0.0000001,2022-11-23T05:53:14.930Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1404,1405,1436,Plantae,Magnoliopsida,Cactaceae,Oreocereus variicolor Backeb.,,,Autóctona,LC,Observación,,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,CAMINO BELÉN-LUPICA, ,Parinacota,de Arica y Parinacota,Putre,GPS,-18.493801,-69.519451,3165,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.493801, -69.519451",-18.493801,-69.519451,10,0.0000001,2022-11-23T05:53:15.710Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1405,1406,1437,Plantae,Magnoliopsida,Cactaceae,Cumulopuntia sphaerica (C.F. Först.) E.F. Anderson,,,Autóctona,IC,Observación,,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,CAMINO BELÉN-LUPICA, ,Parinacota,de Arica y Parinacota,Putre,GPS,-18.493801,-69.519451,3165,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.493801, -69.519451",-18.493801,-69.519451,10,0.0000001,2022-11-23T05:53:16.490Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1406,1407,1438,Plantae,Liliopsida,Poaceae,Vulpia sp.,,,,Sin clasificación,Observación/Colecta,AGUCH,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,CAMINO BELÉN-LUPICA, ,Parinacota,de Arica y Parinacota,Putre,GPS,-18.493801,-69.519451,3165,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.493801, -69.519451",-18.493801,-69.519451,10,0.0000001,2022-11-23T05:53:17.266Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1407,1408,1439,Plantae,Liliopsida,Poaceae,Bouteloua simplex Lag.,,,Autóctona,Sin clasificación,Observación,,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,CAMINO BELÉN-LUPICA, ,Parinacota,de Arica y Parinacota,Putre,GPS,-18.493801,-69.519451,3165,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.493801, -69.519451",-18.493801,-69.519451,10,0.0000001,2022-11-23T05:53:18.049Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1408,1409,1440,Plantae,Magnoliopsida,Geraniaceae,Erodium cicutarium (L.) L'Hér. ex Aiton,,,Adventicia,Sin clasificación,Observación,,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,CAMINO BELÉN-LUPICA, ,Parinacota,de Arica y Parinacota,Putre,GPS,-18.493801,-69.519451,3165,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.493801, -69.519451",-18.493801,-69.519451,10,0.0000001,2022-11-23T05:53:18.847Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1409,1410,1441,Plantae,Magnoliopsida,Euphorbiaceae,Euphorbia sp.,,,,Sin clasificación,Observación,,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,CAMINO BELÉN-LUPICA, ,Parinacota,de Arica y Parinacota,Putre,GPS,-18.493801,-69.519451,3165,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.493801, -69.519451",-18.493801,-69.519451,10,0.0000001,2022-11-23T05:53:19.639Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1410,1411,1442,Plantae,Magnoliopsida,Fabaceae,Dalea sp.,,,Autóctona,Sin clasificación,Observación/Colecta,AGUCH,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,CAMINO BELÉN-LUPICA, ,Parinacota,de Arica y Parinacota,Putre,GPS,-18.493801,-69.519451,3165,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.493801, -69.519451",-18.493801,-69.519451,10,0.0000001,2022-11-23T05:53:20.419Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1411,1412,1443,Plantae,Magnoliopsida,Fabaceae,Dalea moquehuana J.F. Macbr.,,,Autóctona,Sin clasificación,Observación,,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,CAMINO BELÉN-LUPICA, ,Parinacota,de Arica y Parinacota,Putre,GPS,-18.493801,-69.519451,3165,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.493801, -69.519451",-18.493801,-69.519451,10,0.0000001,2022-11-23T05:53:21.200Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1412,1413,1444,Plantae,Magnoliopsida,Cactaceae,Oreocereus hempelianus (Gürke) D.R. Hunt,,,Autóctona,LC,Observación/Colecta,AGUCH,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,CAMINO BELÉN-LUPICA, ,Parinacota,de Arica y Parinacota,Putre,GPS,-18.493801,-69.519451,3165,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.493801, -69.519451",-18.493801,-69.519451,10,0.0000001,2022-11-23T05:53:21.986Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1413,1414,1445,Plantae,Liliopsida,Poaceae,Eragrostis sp.,,,Autóctona,Sin clasificación,Observación/Colecta,AGUCH,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,CAMINO BELÉN-LUPICA, ,Parinacota,de Arica y Parinacota,Putre,GPS,-18.493801,-69.519451,3165,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.493801, -69.519451",-18.493801,-69.519451,10,0.0000001,2022-11-23T05:53:22.780Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1414,1415,1446,Plantae,Magnoliopsida,Krameriaceae,Krameria lappacea (Dombey) Burdet & B.B. Simpson,,,Autóctona,Sin clasificación,Observación,,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,CAMINO BELÉN-LUPICA, ,Parinacota,de Arica y Parinacota,Putre,GPS,-18.493801,-69.519451,3165,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.493801, -69.519451",-18.493801,-69.519451,10,0.0000001,2022-11-23T05:53:23.565Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
1415,1416,1447,Plantae,Magnoliopsida,Fabaceae,Lupinus oreophilus Phil.,,,Endémica de Chile,Sin clasificación,Observación,,Luis Faundez-Matias Treumun- Aira Faundez,2013.0,4.0,19.0,CAMINO BELÉN-LUPICA, ,Parinacota,de Arica y Parinacota,Putre,GPS,-18.493801,-69.519451,3165,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,Estudio de la biodiversidad de Arica y Parinacota,"{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-18.493801, -69.519451",-18.493801,-69.519451,10,0.0000001,2022-11-23T05:53:24.354Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
